datasize,name,ns/op (Random),B/op (Random),ns/op (Xor),B/op (Xor)
256,Dps-Go2,13771,0,12291,0
256,TimSort-Go2,20411,1328,10964,1328
256,BuiltinSort-Sort,24200,32,21862,32
256,BuiltinSort-Slice,21362,64,18688,64
4096,Dps-Go2,557134,0,325853,0
4096,TimSort-Go2,759328,23056,138083,10768
4096,BuiltinSort-Sort,767385,32,537941,32
4096,BuiltinSort-Slice,672698,64,473523,64
65536,Dps-Go2,11592600,0,6187470,0
65536,TimSort-Go2,16068900,485904,2135790,10768
65536,BuiltinSort-Sort,16259100,32,10198900,32
65536,BuiltinSort-Slice,14223700,64,8955750,64
